RecipeName,Diet,TotalTimeInMins,Cuisine,Ingredients,energy_kcal_x,carb_g_x,protein_g_x,fat_g_x,fibre_g_x,cholesterol_mg_x,calcium_mg_x,potassium_mg_x,energy_kcal_y,carb_g_y,protein_g_y,fat_g_y,fibre_g_y,cholesterol_mg_y,calcium_mg_y,potassium_mg_y
Bihari Chana Dal Puri Recipe,vegetarian,60,Bihari,"['1 cup whole wheat flour,1/2 cup chana dal (bengal gram dal),1 teaspoon cumin seeds (jeera),1 teaspoon red chilli powder,1 teaspoon coriander powder (dhania),1/4 teaspoon turmeric powder (haldi),1 tablespoon coriander (dhania) leaves - chopped finely (optional),salt - to taste,sunflower oil - to deep fry']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kolhapuri Akkha Masoor Dal Recipe (Masoor Dal in Kholapuri Masala),high protein vegetarian,45,North Indian Recipes,"['2 cups masoor dal (whole) - soaked for 5 hours,1 onion - chopped,1 tomato - chopped,1 inch ginger - chopped,4 cloves garlic - chopped,1 teaspoon red chilli powder,1/2 teaspoon turmeric powder (haldi),2 teaspoon kolhapuri khanda lasun masala - or goda masala,3 teaspoons sesame seeds (til seeds),3 teaspoons dessicated coconut']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mango Buckwheat Porridge Recipe,vegetarian,15,Continental,"['1 cup buckwheat flour (kuttu ka atta) - kuttu ka dalia,1 ripe bananas,1 cup mango (ripe),5 dates,3/4 cup milk - almond milk,2 teaspoons lemon juice,10 cashew nuts - soaked for 30 minutes,4 strawberries - other fruits are also optional,4 badam (almond) - slivered ,2 sprig mint leaves (pudina)']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aam Pora Shorbot Recipe - Bengali Aam Panna Recipe,vegetarian,30,Bengali Recipes,"['6 mango (raw) - sour variety,1/2 cup sugar - or jaggery (reduce or add quantity as per taste),3 tablespoons cumin powder (jeera) - roasted,2 teaspoons black salt (kala namak) - adjustable,6 sprig mint leaves (pudina) - make sure the stalks have been removed and only leaves used,chilled water - as required,ice cubes - optional']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penne Pasta With Veggies in Tomato Base Recipe,vegetarian,50,Italian Recipes,"['2 cups penne pasta - boiled as per instruction,extra virgin olive oil - to cook,1 onion - chopped,1/4 cup green bell pepper (capsicum) - chopped,1/4 cup carrot (gajjar) - chopped,1/4 cup green beans (french beans) - chopped,8 black olives,2 cups milk,2 tablespoons all purpose flour (maida),salt - as per taste,1 teaspoon white pepper powder,1-1/4 teaspoon dried oregano,1 teaspoon red chilli flakes,1 cup homemade tomato puree,1/2 teaspoon rosemary - crushed (optional),6 tablespoon cheese - grated']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
टमाटर गोत्सुरेसिपी - Tomato Gotsu (Recipe In Hindi),vegetarian,30,South Indian Recipes,"['2 प्याज - बारीक काट ले,4 टमाटर - बारीक काट ले,1 हरी मिर्च,1 छोटा चमच्च धनिया पाउडर,2 छोटा चमच्च सांबर पाउडर,1 छोटा चमच्च राइ,1/2 छोटा चमच्च काली उरद दाल (स्प्लिट),हींग - चुटकी भर,1 टहनी कढ़ी पत्ता,नमक - स्वाद अनुसार']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malabar Style Ney Pathiri Recipe (Fried Masala Rice Puri),vegetarian,50,Malabar,"['1 1/2 cup rice flour,salt - to taste,sunflower oil - for frying the pathiris,1 onion - chopped,1 teaspoon cumin seeds (jeera),4 tablespoons fresh coconut']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fresh Fruit Bowl Recipe,vegetarian,20,Continental,"['2 strawberries - chopped,1/4 cup green seedless grapes,1/4 cup orange - peeled,1 ripe bananas - peeled,2 tablespoon fresh pomegranate fruit kernels,1 kiwi - peeled,1 apple - chopped,1/4 cup red grapes,chaat masala powder - (optional),salt and pepper - (optional)']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whole Wheat Pasta Salad With Capsicum And Corn Recipe,vegetarian,25,Continental,"['200 grams pasta  fusilli,1/2 cup sweet corn - steamed,1 tomato - chopped in large chunks,1 cup red yellow and green bell peppers (capsicum) - chopped,lettuce leaves - as required,1/4 cup coriander (dhania) leaves - chopped,2 tablespoons classic mayonnaise (with egg),3 tablespoons curd (dahi / yogurt),3 cloves garlic - pounded,1 tablespoon extra virgin olive oil,salt and pepper - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cauliflower Coconut Milk Stew Recipe,vegetarian,50,South Indian Recipes,"['1 cauliflower (gobi) - cut into florets,2 cloves garlic - grated,1 bay leaf (tej patta),2 cardamom (elaichi) pods/seeds - pounded,1/2 teaspoon whole black peppercorns - coarsely pounded,1/2 teaspoon red chilli powder,1/2 teaspoon turmeric powder (haldi),1 cup homemade tomato puree,1/2 cup coconut milk,salt - to taste,3 sprig coriander (dhania) leaves - finely chopped,sunflower oil - for cooking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caribbean Vegetable Patties Recipe (Hand Pie),vegetarian,90,Caribbean,"['2 cups all purpose flour (maida),1/2 teaspoon salt,1/2 teaspoon turmeric powder (haldi),1/2 teaspoon curry powder,1/2 cup butter - adjustable,1/2 cup chilled water,1 cup mixed vegetables - (beans,1/4 cup cabbage (patta gobi/ muttaikose) - chopped,1 green bell pepper (capsicum) - chopped,1 tomato - chopped,1 onion - chopped,1 teaspoon ginger garlic paste,salt - to tate,1 tablespoon coconut oil,1 teaspoon paprika powder,1/2 teaspoon all spice powder,nutmeg powder - a pinch,cinnamon powder (dalchini) - a pinch']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
रोस्टेड कॉलीफ्लॉवर दिल सूप रेसिपी - Roasted Cauliflower Dill Soup Recipe,vegetarian,55,Continental,"['1 फूल गोबी - काट ले,4 बड़े चम्मच दूध,2 टहनी दिल के पत्ते,2 छोटे चम्मच अखरोट - रोस्ट कर ले,नमक - स्वाद अनुसार,काली मिर्च पाउडर - स्वाद अनुसार,तेल - प्रयोग अनुसार']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
अरबी के कबाब रेसिपी - Arbi Ke Kebab Recipe,vegetarian,70,Awadhi,"['350 ग्राम अरबी - उबालकर मैश कर ले,2 टहनी हरा धनिया,1/4 कप बादाम पाउडर,1 हरी मिर्च,1 इंच अदरक,3 लॉन्ग लहसुन,1 बड़ा चमच्च पूरी काली मिर्च,1/2 कप पत्ता गोभी - बारीक काट ले,1 प्याज - बारीक काट ले,1 छोटा चम्मच अजवाइन,1 छोटा चम्मच चाट मसाला पाउडर,1 छोटा चम्मच जीरा पाउडर,1/4 छोटा चम्मच दालचीनी पाउडर,2 बड़े चम्मच बेसन,ब्रेड क्रम्ब्स - प्रयोग अनुसार,नमक - स्वाद अनुसार,तेल - प्रयोग अनुसार']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
मूंग दाल मेथी की सब्ज़ी रेसिपी - Moong Dal Methi Ki Sabzi (Recipe In Hindi),vegetarian,40,Indian,"['1/2 कप हरी मूंग दाल - 3 घंटे के लिए भिगो ले,2 कप मेथी - बारीक काट ले,2 टमाटर - पतला काट ले,1 प्याज - पतला काट ले,4 हरी मिर्च - काट ले,1 छोटा चमच्च जीरा,1 छोटा चमच्च अदरक - कस ले,1 छोटा चमच्च जीरा,1/4 छोटा चमच्च हल्दी पाउडर,3/4 छोटा चमच्च धनिया पाउडर,1/2 छोटा चमच्च जीरा पाउडर,हींग - चुटकी भर,2 बड़े चमच्च तेल,1/2 कप पानी']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goan Egg Drop Curry Recipe,eggetarian,45,Goan Recipes,"['3 whole eggs,1 onion - finely chopped,5 garlic - grated,4 tablespoons fresh coconut - grated,1/2 onion - finely chopped,1 tablespoon coriander (dhania) seeds,1 tamarind - marble sized ball,3 dry red chillies,1/2 teaspoon turmeric powder (haldi),water - as needed,salt - to taste,2 tablespoon sunflower oil']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spicy Soya Bhurji Recipe - North Indian Soya Matar Bhurji,high protein vegetarian,25,North Indian Recipes,"['1 cup soybeans (whole soya dal) - (soya chunks),1/2 cup green peas (matar) - steamed,1 onion - finely chopped,1 tomato - finely chopped,2 green chillies - finely chopped,4 cloves garlic,2 inch ginger - roughly chopped,1 teaspoon coriander powder (dhania),1 teaspoon red chilli powder,1/2 teaspoon turmeric powder (haldi),1 teaspoon chana masala powder,1/2 teaspoon garam masala powder,1/4 cup coriander (dhania) leaves - finely chopped,1 teaspoon sunflower oil,salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihari Style Kadhi Bari Recipe,vegetarian,40,Bihari,"['1 cup gram flour (besan),1 teaspoon red chilli powder,1 teaspoon coriander powder (dhania),1/2 teaspoon turmeric powder (haldi),1/2 teaspoon cumin seeds (jeera),1/2 teaspoon ajwain (carom seeds),1/4 teaspoon enos fruit salt,salt - to taste,1 cup curd (dahi / yogurt) - sour,3 tablespoons gram flour (besan),1/2 teaspoon turmeric powder (haldi),1 teaspoon coriander (dhania) seeds,1 bay leaf (tej patta),1 sprig curry leaves,5 cloves garlic - chopped,1 teaspoon cumin seeds (jeera),2 dry red chilli,2 teaspoons ghee,1/4 teaspoon kashmiri red chilli powder,salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sprouted Kollu Sambar Recipe - Horse Gram Sambar With Vegetables,diabetic friendly,30,South Indian Recipes,"['1 cups horse gram dal (kollu/ kulith) - soaked and sprouted,1 cup carrot (gajjar) - cut into 1/2 inch sticks,1 cup bottle gourd (lauki) - cut into 1/2 inch cubes,1 tomato - chopped,10 pearl onions (sambar onions) - halved,1 cup tamarind water,2 teaspoons sambar powder,1/2 teaspoon turmeric powder (haldi),salt - to taste,1 teaspoon gingelly oil,1 teaspoon mustard seeds,4 dry red chillies,1/4 teaspoon asafoetida (hing),2 sprig curry leaves']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
पारसी सल्ली मुर्ग़ रेसिपी - Parsi Salli Murgh Recipe (Recipe In Hindi),non vegeterian,65,Parsi Recipes,"['750 ग्राम्स मुर्गी - छोटे पीसेज में कटि हुई,4 प्याज - बारीक कटा हुआ,2 बड़ा चमच्च अदरक लहसुन का पेस्ट,2 बड़ा चमच्च हरी मिर्च - पिसा हुआ,1 बड़ा चमच्च रेड चिल्ली सॉस,1/2 कप दही,2 बड़ा चमच्च धनिया पाउडर,1 छोटी चमच्च कश्मीरी लाल मिर्च - पाउडर,1/2 छोटी चमच्च हल्दी पाउडर,1 छोटी चमच्च गरम मसाला पाउडर,1 छोटी चमच्च nutmeg powder -,1 छोटी चमच्च इलाइची - कुट्टा हुआ,1 छोटी चमच्च पूरी काली मिर्च - कुट्टी हुई,4 लवंग,2 इलाइची,1 इंच दालचीनी,2 तेज पत्ता,तेल,2 कप आलू - फ्राइज बनाया हुआ,4 डली हरा धनिया - काटा हुआ,coriander (dhania) leaves - a small bunch finely chopped']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sukha Bhel Recipe With Boiled Peanuts - Peanut Bhel Chaat,vegetarian,30,Indian,"['1 cup raw peanuts (moongphali),2 potatoes (aloo),3 cups puffed rice,1 onion - finely chopped,1 tomato - finely chopped,3 tablespoons coriander (dhania) leaves - finely chopped,1 teaspoon lemon juice,1 green chilli - finely chopped,2 teaspoons mustard oil,1/4 teaspoon red chilli powder,2 teaspoons chaat masala powder,black salt (kala namak) - to taste or white salt']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warm Red Lentil Salad With Goat Cheese Recipe,vegetarian,25,Indian,"['1 cup masoor dal (whole) - dried,1/2 cup onion - chopped,1/4 cup tomatoes - chopped,1/4 cup spinach - chopped,1/4 cup goat cheese - crumbled,1 bay leaf (tej patta),1/4 cup extra virgin olive oil,1 teaspoon vinegar,1 teaspoon kasundi mustard sauce,2 cloves garlic - roughly chopped,2 teaspoon black pepper powder - freshly crushed,salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goan Recheado Masala Recipe,vegetarian,35,Goan Recipes,"['10 dry red chillies,1 tablespoon tamarind paste,4 cloves (laung),2 cardamom (elaichi) pods/seeds,1 cinnamon stick,1/2 teaspoon cumin seeds (jeera),1/2 teaspoon black pepper corns,1 inch ginger,8 cloves garlic,1 onion - sliced,1/2 teaspoon turmeric powder (haldi),2 tablespoon vinegar,1 teaspoon jaggery,salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shakarkandi Ka Halwa Recipe (Sweet Potato Halwa),vegetarian,30,North Indian Recipes,"['2 sweet potato - grated,1 tablespoon sugar,1 tablespoon ghee,1/2 cup mixed nuts - chopped,1 teaspoon cardamom powder (elaichi)']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengali Style Dimer Torka Recipe (Egg Tadka Dal Recipe),eggetarian,60,Bengali Recipes,"['1/2 cup arhar dal (split toor dal),1/4 cup chana dal (bengal gram dal),2 tablespoon white urad dal (split),1 inch cinnamon stick (dalchini),2 cloves (laung),1 cardamom powder (elaichi),1 onion - chopped,2 tomatoes - chopped,1 green chilli - slit,1 teaspoon red chilli powder,1/2 teaspoon turmeric powder (haldi),1 teaspoon coriander powder (dhania),1 teaspoon cumin powder (jeera),1 tablespoon kasuri methi (dried fenugreek leaves),ghee - for cooking,salt - to taste,1 onion - chopped,4 cloves garlic,1 inch ginger - chopped']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milagu Keerai Poricha Kootu Recipe - Palak And Moong Dal Kootu,diabetic friendly,50,South Indian Recipes,"['300 grams red amaranth leaves - washed and finely chopped,1 cup yellow moong dal (split),1 teaspoon turmeric powder (haldi),salt - to taste,1 teaspoon cumin (jeera) seeds,1 tablespoon whole black peppercorns,1/2 cup fresh coconut - grated,1 teaspoon coconut oil,1 teaspoon mustard seeds,1 teaspoon cumin (jeera) seeds,1 teaspoon white urad dal (split),1 sprig curry leaves - roughly torn']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lehsun Methi Raita Recipe,vegetarian,25,Indian,"['1 cup methi leaves (fenugreek leaves) - fresh and finely chopped,1 cup curd (dahi / yogurt) - whisked,1 teaspoon sunflower oil,4 garlic - chopped,salt - to taste,1/2 tablespoon cumin powder (jeera),1/2 tablespoon chaat masala powder,black salt (kala namak) - to taste,water - as required,1/2 tablespoon chaat masala powder,black salt (kala namak) - to taste,water - as required,1 tablespoon sunflower oil,2 garlic - chopped,1/4 tablespoon kashmiri red chilli powder']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chickpea and Broccoli Quesadilla Recipe,vegetarian,40,Mexican,"['2 tortillas,1 onion - chopped,4 cloves garlic - chopped,1 cup kabuli chana (white chickpeas) - soaked and boiled,1 cup broccoli - cut into small pieces,1 teaspoon cumin powder (jeera),1 teaspoon dried oregano,1 teaspoon red chilli flakes,4 tablespoons fresh cream,salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengali Egg Curry Recipe,eggetarian,65,Bengali Recipes,"['4 whole eggs,1 potato (aloo),1 teaspoon turmeric powder (haldi),2 teaspoon red chilli powder,1/4 teaspoon salt,2 onion - chopped,1 teaspoon ginger garlic paste,1/2 teaspoon cumin seeds (jeera),5 whole black peppercorns,1 tomato - chopped,1 bay leaf (tej patta),2 cardamom (elaichi) pods/seeds - crushed,1/2 onion - sliced,2 green chillies - slit,1 teaspoon cumin powder (jeera),1 teaspoon coriander powder (dhania),2 teaspoon panch phoran masala,1 teaspoon red chilli powder,1 cup water,4 tablespoon sunflower oil,salt - to taste,3 sprig coriander (dhania) leaves - finely chopped']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Averekaalu Rava Laddu Recipe - Field Beans Semolina Ladoo,vegetarian,55,Karnataka,"['1 1/2 cups sooji (semolina/ rava),1/2 cup avarekalu / lilva beans - soaked and skin removed,1/2 cup dessicated coconut - grated,1 teaspoon cardamom powder (elaichi),1 cup jaggery,2 tablespoons ghee']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"चकुंदर, गाजर और ककड़ी का सलाद रेसिपी - Beetroot, Carrot & Cucumber Salad with Peanuts Recipe",vegetarian,30,North Indian Recipes,"['2 चकुंदर - कस ले,2 गाजर - कस ले,1 ककड़ी - बीज निकलकर काट ले,4 बड़े चम्मच मूंगफली,1 हरी मिर्च - काट ले,4 टहनी हरा धनिया - काट ले,1 छोटा चम्मच निम्बू का रस,1 छोटा चम्मच काली मिर्च पाउडर,1 छोटा चम्मच चाट मसाला पाउडर,नमक - स्वाद अनुसार']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mediterranean Quinoa Bowl Recipe With Red Bell Pepper Sauce,high protein vegetarian,40,Mediterranean,"['1 cup quinoa,1 cup mixed vegetables - blanched,2 tomatoes - chopped,3 to 4 spring onion greens - chopped,fresh herbs - handful of chopped herbs (parsley,1 tablespoon lemon juice,1/2 teaspoons black pepper powder,8 black olives - sliced/chopped,salt - to taste,2 red bell pepper (capsicum),10 to 12 badam (almond) - or walnuts,1 tablespoon lemon juice,2 teaspoon pomegranate molasses - optional,salt - to taste,1/2 teaspoon paprika powder,1 tablespoon extra virgin olive oil']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oreo Paneer Modak Recipe,vegetarian,45,Indian,"['150 grams condensed milk,200 grams paneer (homemade cottage cheese) - grated,200 grams oreo biscuits,25 grams butter,1/4 tablespoon cardamom powder (elaichi)']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pineapple Paneer Tikka Recipe,high protein vegetarian,60,North Indian Recipes,"['300 grams paneer (homemade cottage cheese) - homemade cottage cheese\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 ,1 pineapple - cut into triangles,1 red bell pepper (capsicum) - cut into triangles,sunflower oil - for tossing,1 cup hung curd (greek yogurt),3 tablespoons gram flour (besan),3 cloves garlic - ground to paste,1 inch ginger - ground to paste,1 tablespoon kasuri methi (dried fenugreek leaves),1 teaspoon fennel seeds (saunf) - roasted ground to powder,1/2 teaspoon ajwain (carom seeds),1/2 teaspoon cumin powder (jeera),1/2 teaspoon coriander powder (dhania),3/4 teaspoon black pepper powder,3/4 teaspoon turmeric powder (haldi),1 teaspoon red chilli powder,2 teaspoon garam masala powder,1/4 teaspoon black salt (kala namak),salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
काले और मशरुम फ्रेंच सूप रेसिपी - Kale And Mushroom French Soup Recipe,non vegeterian,30,Continental,"['1 कप काले - काट ले,100 ग्राम बटन मशरुम,1 प्याज - काट ले,2 कली लहसुन - काट ले,शिमला मिर्च (लाल) - काट ले,2 कप वेजिटेबल स्टॉक - या चिकन स्टॉक,शिमला मिर्च (पिली) - काट ले,1 छोटा चम्मच एप्पल साइडर सिरका,1 बड़ा चम्मच पार्सले,2 छोटा चम्मच क्रीम,नमक - स्वाद अनुसार,काली मिर्च पाउडर - स्वाद अनुसार,1 छोटा चम्मच मक्खन']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabudana Tikki Recipe ( Spiced Tapioca Pearls Patties Recipe),vegetarian,400,Indian,"['1/2 cup sabudana (tapioca pearls),1 potato (aloo) - boiled and mashed,1 green chilli - chopped,2 tablespoons roasted peanuts (moongphali) - coursely pounded,2 tablespoons raisins,2 teaspoon badam (almond) - boiled and skin peeled,1/2 teaspoon cumin powder (jeera),1/4 teaspoon amchur (dry mango powder),rock salt - to taste,peanut oil - for pan frying']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mushroom Tikka Masala Dry Recipe,high protein vegetarian,35,North Indian Recipes,"['2 cups button mushrooms - cut into 2,1/2 cup green bell pepper (capsicum) - cubed,1/2 cup onion - chopped,1/4 cup curd (dahi / yogurt) - or greek yogurt (hung yogurt),2 tablespoon gram flour (besan),1 teaspoon ginger garlic paste,1/8 teaspoon turmeric powder (haldi),1 teaspoon kashmiri red chilli powder,2 teaspoon garam masala powder,1 teaspoon turmeric powder (haldi),1/2 teaspoon chaat masala powder,1 teaspoon lemon juice,2 teaspoons sunflower oil,salt - to taste,kasuri methi (dried fenugreek leaves)']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honey Glazed Corn Fritters Recipe,no onion no garlic (sattvic),50,Indian,"['1-1/2 cup sweet corn - boiled and mashed coarsely,1 cup potato (aloo) - boiled and mashed,2 green chillies - finely chopped,1 inch ginger - finely chopped,salt - to taste,1/2 cup all purpose flour (maida),1/4 cup whole wheat bread crumbs,sunflower oil - for deep frying,1 teaspoon ginger - grated,3 teaspoon sweet corn - boiled,2 teaspoon roasted tomato pasta sauce,2 teaspoon green chilli sauce,1 teaspoon soy sauce,4 teaspoon honey - (adjust),spring onion (bulb & greens) - as required']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paal Kozhukattai Recipe,vegetarian,60,Chettinad,"['1 cup rice flour,2 cup milk - divided,1 cup jaggery,1 cup coconut milk,1 teaspoon cardamom powder (elaichi),2 tablespoon fresh coconut - grated,1 teaspoon salt,water - as required,2 tablespoon ghee']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baked Mexican Rice Recipe,vegetarian,35,Mexican,"['1-1/2 cup cooked rice,1 onion - finely chopped,1 teaspoon ginger garlic paste,1 teaspoon red chilli flakes,1/2 cup rajma (large kidney beans) - boiled,2 tablespoons sunflower oil,salt - to taste,black pepper powder - to taste,3 tomatoes - chopped,1 onion - finely chopped,2 cloves garlic - finely chopped,1/2 teaspoon dried oregano,1/2 teaspoon red chilli flakes,1/2 teaspoon sugar,1 tablespoon sunflower oil,salt - to taste,black pepper powder - to taste,2 tablespoons tomato ketchup,1/2 cup sweet corn - steamed,1/2 green bell pepper (capsicum) - finely chopped,tomato - as required to garnish,black olives - as required to garnish,4 tablespoons mozzarella cheese - grated']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karela Tikki Recipe - Healthy Diabetic Snack,diabetic friendly,30,Indian,"['2 karela (bitter gourd/ pavakkai) - grated,1 carrot (gajjar) - grated,200 grams paneer (homemade cottage cheese) - grated,1/4 cup oats flour,2 green chillies - finely chopped,1 teaspoon red chilli powder,1/4 teaspoon turmeric powder (haldi),1 teaspoon chaat masala powder,1/4 cup coriander (dhania) leaves - chopped,salt - to taste,sunflower oil - for frying tikkis,sunflower oil - for frying tikkis']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mande Roti Recipe,vegetarian,40,Pakistani,"['2 cups whole wheat flour,1 teaspoon cardamom powder (elaichi),1/4 teaspoon nutmeg powder,1 cup milk,6 saffron strands,salt - a pinch,sunflower oil,ghee - for cooking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
आलू पत्ता गोभी सब्ज़ी रेसिपी - Aloo Patta Gobi Sabzi Recipe,vegetarian,20,North Indian Recipes,"['2 आलू,1 प्याज - काट ले,2 कप पत्ता गोभी,1/4 छोटा चम्मच हल्दी पाउडर,1/2 छोटा चम्मच लाल मिर्च पाउडर,1 छोटा चम्मच धनिया पाउडर,1/2 इंच दालचीनी,2 लॉन्ग,1 तेज पत्ता,1/2 छोटा चम्मच सौंफ,1 छोटा चम्मच जीरा,नमक - स्वाद अनुसार,1 छोटा चम्मच तेल,हरा धनिया - प्रयोग अनुसार']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aam Ka Panna Recipe With Jaggery,vegetarian,40,North Indian Recipes,"['2 mango (raw) - medium,1/2 cup jaggery - or sugar,1/2 teaspoon cumin powder (jeera),black salt (kala namak) - as per taste,1/4 teaspoon black pepper powder,10 mint leaves (pudina),water - chilled,ice cubes']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thakkali Rasam Recipe - South Indian Tomato Rasam,vegetarian,40,Tamil Nadu,"['25 grams arhar dal (split toor dal),1 teaspoon turmeric powder (haldi),1/2 cup tamarind water,5 tomatoes - roughly chopped,2 cloves garlic,1/2 teaspoon cumin powder (jeera) - roasted,1/2 teaspoon coriander powder (dhania) - roasted,1/2 teaspoon black pepper powder,1/4 teaspoon red chilli powder,salt - to taste,4 curry leaves,1/4 teaspoon mustard seeds,1/4 teaspoon cumin seeds (jeera),1 tablespoon ghee,1/4 teaspoon asafoetida (hing),2 sprig coriander (dhania) leaves - finely chopped']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheesy Corn On The Cob Recipe,vegetarian,25,Continental,"['4 sweet corn - on the cob,2 tablespoons salted butter,2 teaspoon ginger - grated,2 teaspoon lemon juice,1/2 teaspoon lemon zest - grated without the pith,4 tablespoons parmesan cheese - or any cheese of your choice,1 teaspoon sunflower oil,2 teaspoon coriander (dhania) leaves - for garnish']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quinoa Rice Pudding With Turmeric Recipe,vegetarian,45,South Indian Recipes,"['1/2 cup basmati rice - (i used white rice; we can substitute this with brown rice,1/2 cup quinoa,2 cup coconut milk,1/2 cup sugar,1 teaspoon turmeric powder (haldi),3 cardamom (elaichi) pods/seeds - crushed,mixed nuts - or fruit\xa0(as required),honey - or maple syrup\xa0(as required)']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thai Style Beansprouts & Raw Mango Salad Recipe,vegetarian,40,Thai,"['1 mango (raw) - peeled,1/4 cup roasted peanuts (moongphali),1 cup green moong sprouts,1 teaspoon brown sugar (demerara sugar),1 pinch red chilli powder,salt - to taste,2 tablespoons soy sauce,1 tablespoon chilli oil - or sesame oil,lemon juice - from half a lemon,1 coriander (dhania) leaves - roughly chopped']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
आंध्रा स्टाइल टमाटी पचड़ी रेसिपी - Andhra Style Tamati Pachadi (Recipe In Hindi),vegetarian,75,Andhra,"['1 किलो टमाटर,8 सुखी लाल मिर्च - अपने अनुसार डाले,1 बड़ा चमच्च इमली का पेस्ट,2 छोटे चमच्च लाल मिर्च पाउडर,1/2 छोटा चमच्च हल्दी पाउडर,1 बड़ा चमच्च राइ,1 छोटा चमच्च मेथी के दाने,8 कली लहसुन,तेल,नमक - स्वाद अनुसार']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ragi Kanji Recipe - Salt Version,diabetic friendly,30,South Indian Recipes,"['2-1/2 cups water,3 tablespoons ragi flour (finger millet/ nagli),1 teaspoon cumin seeds (jeera),1/2 teaspoon ajwain (carom seeds),1/4 teaspoon asafoetida (hing),salt - to taste,1/4 cup curd (dahi / yogurt),1/4 teaspoon cumin powder (jeera)']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
गुजराती दाल रेसिपी - Gujarati Dal (Recipe In Hindi),vegetarian,20,Gujarati Recipes﻿,"['1/2 कप \xa0 तुअर दाल,1/2 छोटा चमच राइ,1/2 छोटा चमच \xa0 जीरा,4 करी पत्ते - बारीक़ कटे हुए,1 छोटा चमच अदरक - कसा हुआ,1 टमाटर - काट ले,2 कोकम - या 1 निम्बू का रस,1 इंच दालचीनी,1/4 छोटा चमच हींग,1/2 छोटा चमच हल्दी पाउडर\xa0 -,1/2 छोटा चमच \xa0 लाल मिर्च पाउडर,1 बड़ा चमच मूंगफली,2 बड़ा चमच गुड़,1 बड़ा चमच तेल,हरा धनिया - बारीक़ कटा हुआ,नमक - स्वाद अनुसार']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
